Payment_Date,Month,Year,Quarter,Period,Organisation_Name,Sector,Total_Amount_N,Current_Payment_N,Arrears_Balance_N,Has_Arrears,Arrears_Only,Compliance_Status,Payment_Day,Payment_Week,End_of_Month_Flag,Implied_Payroll_N
21/2/2024,February,2024,Q1,Q1-2024,Anchor Solace Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,21,3,MID_MONTH,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Joint Marine Services Ltd,MARITIME AND SHIPPING,189534.78,189534.78,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,18953478.0
22/2/2024,February,2024,Q1,Q1-2024,Japhraim Nigeria Limited,GENERAL CONTRACT,158312.0,158312.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,15831200.0
22/2/2024,February,2024,Q1,Q1-2024,Opeans Nigeria Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Dech Int'l Oil & Gas Resources Ltd,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Mikal Integrated Services Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Sabsolaz Nigeria Ltd,GENERAL CONTRACT,102597.6,102597.6,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10259760.0
22/2/2024,February,2024,Q1,Q1-2024,Vivacia Solutions Ltd,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Tsam Upstream Contributors Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,22,4,LAST_WEEK,10000000.0
22/2/2024,February,2024,Q1,Q1-2024,Moving Power Energy Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,22,4,LAST_WEEK,10000000.0
23/2/2024,February,2024,Q1,Q1-2024,COT Engineering Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",329234.26,87017.05,242217.21,1,0,PARTIAL_ARREARS,23,4,LAST_WEEK,8701705.0
23/2/2024,February,2024,Q1,Q1-2024,Raim International Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,8000000.0
23/2/2024,February,2024,Q1,Q1-2024,Subsurface Surveys Africa Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,8000000.0
23/2/2024,February,2024,Q1,Q1-2024,Oilfield Solutions Limited,OIL AND GAS,1463806.6,1463806.6,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,146380660.0
23/2/2024,February,2024,Q1,Q1-2024,Daff Chemical Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,8000000.0
23/2/2024,February,2024,Q1,Q1-2024,Wasco Oil Services Company Nigeria Limited,OIL AND GAS,1334804.26,1334804.26,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,133480426.0
23/2/2024,February,2024,Q1,Q1-2024,Nezech Engineering Services Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,10000000.0
23/2/2024,February,2024,Q1,Q1-2024,Megosy Resources Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,23,4,LAST_WEEK,10000000.0
26/2/2024,February,2024,Q1,Q1-2024,Dolphin Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",400000.0,100000.0,300000.0,1,0,PARTIAL_ARREARS,26,4,LAST_WEEK,10000000.0
26/2/2024,February,2024,Q1,Q1-2024,De K.O.V Enterprise Nig. Ltd,GENERAL CONTRACT,400000.0,100000.0,300000.0,1,0,PARTIAL_ARREARS,26,4,LAST_WEEK,10000000.0
26/2/2024,February,2024,Q1,Q1-2024,Orbit Integrated Limited,GENERAL CONTRACT,165019.98,165019.98,0.0,0,0,FULLY_CURRENT,26,4,LAST_WEEK,16501998.0
26/2/2024,February,2024,Q1,Q1-2024,Uniterm Nigeria Limited,OIL AND GAS,28993656.4,28993656.4,0.0,0,0,FULLY_CURRENT,26,4,LAST_WEEK,2899365640.0
26/2/2024,February,2024,Q1,Q1-2024,Jubaili Bros Engineering Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",16206171.0,16206171.0,0.0,0,0,FULLY_CURRENT,26,4,LAST_WEEK,1620617100.0
26/2/2024,February,2024,Q1,Q1-2024,Zaffiro International Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,26,4,LAST_WEEK,10000000.0
26/2/2024,February,2024,Q1,Q1-2024,Tasaniola Nigeria Limited,GENERAL CONTRACT,720008.0,720008.0,0.0,0,0,FULLY_CURRENT,26,4,LAST_WEEK,72000800.0
27/2/2024,February,2024,Q1,Q1-2024,Feravon Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,27,4,END_OF_MONTH,10000000.0
27/2/2024,February,2024,Q1,Q1-2024,Lubeken Controls Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,27,4,END_OF_MONTH,10000000.0
27/2/2024,February,2024,Q1,Q1-2024,Stit Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,27,4,END_OF_MONTH,8000000.0
27/2/2024,February,2024,Q1,Q1-2024,Sesomijo International Company Limited,GENERAL CONTRACT,101695.9,101695.9,0.0,0,0,FULLY_CURRENT,27,4,END_OF_MONTH,10169590.0
27/2/2024,February,2024,Q1,Q1-2024,Micmiral International Company Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,27,4,END_OF_MONTH,10000000.0
28/2/2024,February,2024,Q1,Q1-2024,Trove Maintenance Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,8000000.0
28/2/2024,February,2024,Q1,Q1-2024,Vadvas Limited,DISTRIBUTION AND MARKETING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,10000000.0
28/2/2024,February,2024,Q1,Q1-2024,Sigma Universal Nigeria Limited,OIL AND GAS,233585.0,233585.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,23358500.0
28/2/2024,February,2024,Q1,Q1-2024,Strata Search Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,10000000.0
28/2/2024,February,2024,Q1,Q1-2024,Austlinks Energy Services Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,10000000.0
28/2/2024,February,2024,Q1,Q1-2024,Amazing Environment Solutions International Ltd,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,10000000.0
28/2/2024,February,2024,Q1,Q1-2024,Brant Technologies Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",152241.5,152241.5,0.0,0,0,FULLY_CURRENT,28,4,END_OF_MONTH,15224150.0
29/2/2024,February,2024,Q1,Q1-2024,Sophiral Global Ventures Ltd,GENERAL CONTRACT,174103.4,121345.6,52757.8,1,0,PARTIAL_ARREARS,29,5,END_OF_MONTH,12134560.0
29/2/2024,February,2024,Q1,Q1-2024,Autodes Nigeria Limited,GENERAL CONTRACT,520810.18,203883.1,316927.08,1,0,PARTIAL_ARREARS,29,5,END_OF_MONTH,20388310.0
29/2/2024,February,2024,Q1,Q1-2024,Joandew Energy Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Krest Energy and Marine Services Limited,OIL AND GAS,300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Alfay Nig. Ltd,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,8000000.0
29/2/2024,February,2024,Q1,Q1-2024,Geomarine Systems Limited,MARITIME AND SHIPPING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Utis Energy Services Limited,OIL AND GAS,85000.0,85000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,8500000.0
29/2/2024,February,2024,Q1,Q1-2024,Stridewaves Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Reservoir Fluids Laboratory,MARITIME AND SHIPPING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Mee Partnas Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Ajtams Nig Ltd,GENERAL CONTRACT,60000.0,0.0,60000.0,1,1,ARREARS_ONLY,29,5,END_OF_MONTH,6000000.0
29/2/2024,February,2024,Q1,Q1-2024,Inter Global Project Services Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Kilowatt Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",168400.0,168400.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,16840000.0
29/2/2024,February,2024,Q1,Q1-2024,Depthwize Nigeria Ltd,OIL AND GAS,1230096.0,0.0,1230096.0,1,1,ARREARS_ONLY,29,5,END_OF_MONTH,123009600.0
29/2/2024,February,2024,Q1,Q1-2024,Corelab Nigeria Limited,OIL AND GAS,3089498.5,3089498.5,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,308949850.0
29/2/2024,February,2024,Q1,Q1-2024,Boskel Nigeria Limited,GENERAL CONTRACT,489625.95,489625.95,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,48962595.0
29/2/2024,February,2024,Q1,Q1-2024,John I. Bipialaka (JIBS) Engineering Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",217045.93,217045.93,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,21704593.0
29/2/2024,February,2024,Q1,Q1-2024,Chibeco Oil and Gas Nigeria Limited,OIL AND GAS,297264.43,297264.43,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,29726443.0
29/2/2024,February,2024,Q1,Q1-2024,Armese Consulting Ltd,"CONSULTANCY, EDUCATION AND TRAINING",336000.0,336000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,33600000.0
29/2/2024,February,2024,Q1,Q1-2024,Oilserv Limited,OIL AND GAS,31670105.3,31670105.3,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,3167010530.0
29/2/2024,February,2024,Q1,Q1-2024,Tac Dallas Ventures Nig. Ltd,GENERAL CONTRACT,180000.0,90000.0,90000.0,1,0,PARTIAL_ARREARS,29,5,END_OF_MONTH,9000000.0
29/2/2024,February,2024,Q1,Q1-2024,Solid Handy Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,8000000.0
29/2/2024,February,2024,Q1,Q1-2024,Sundry Markets Limited,DISTRIBUTION AND MARKETING,39101006.16,39101006.16,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,3910100616.0
29/2/2024,February,2024,Q1,Q1-2024,Coldrock Oilfield Ltd,OIL AND GAS,100000.0,0.0,100000.0,1,1,ARREARS_ONLY,29,5,END_OF_MONTH,10000000.0
29/2/2024,February,2024,Q1,Q1-2024,Ciscon Nigeria Limited,OIL AND GAS,1984590.81,1984590.81,0.0,0,0,FULLY_CURRENT,29,5,END_OF_MONTH,198459081.0
1/3/2024,March,2024,Q1,Q1-2024,Star Offshore Energy Nigeria Ltd,OIL AND GAS,416555.17,416555.17,0.0,0,0,FULLY_CURRENT,1,1,EARLY_MONTH,41655517.0
1/3/2024,March,2024,Q1,Q1-2024,Techdaer Services Limited,OIL AND GAS,527838.75,527838.75,0.0,0,0,FULLY_CURRENT,1,1,EARLY_MONTH,52783875.0
1/3/2024,March,2024,Q1,Q1-2024,Extreme Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,1,1,EARLY_MONTH,10000000.0
4/3/2024,March,2024,Q1,Q1-2024,Skyler Global Resources Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,10000000.0
4/3/2024,March,2024,Q1,Q1-2024,Habour Masters Limited,"CONSULTANCY, EDUCATION AND TRAINING",200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,4,1,EARLY_MONTH,10000000.0
4/3/2024,March,2024,Q1,Q1-2024,Rifitel Nigeria Limited,GENERAL CONTRACT,200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,4,1,EARLY_MONTH,10000000.0
4/3/2024,March,2024,Q1,Q1-2024,Raskilo Ultimate Coy Ltd,GENERAL CONTRACT,105759.47,80000.0,25759.47,1,0,PARTIAL_ARREARS,4,1,EARLY_MONTH,8000000.0
4/3/2024,March,2024,Q1,Q1-2024,Next Generation Resources Limited,OIL AND GAS,81457.59,81457.59,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,8145759.0
4/3/2024,March,2024,Q1,Q1-2024,Cista Myke (Nigeria) Ltd,OIL AND GAS,90000.0,90000.0,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,9000000.0
4/3/2024,March,2024,Q1,Q1-2024,Caast Oil and Gas Limited,OIL AND GAS,235747.51,235747.51,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,23574751.0
4/3/2024,March,2024,Q1,Q1-2024,Modev Nigeria Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",191083.44,191083.44,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,19108344.0
4/3/2024,March,2024,Q1,Q1-2024,Petra Services Limited (Arrears),OIL AND GAS,770592.16,0.0,770592.16,1,1,ARREARS_ONLY,4,1,EARLY_MONTH,77059216.0
4/3/2024,March,2024,Q1,Q1-2024,Petra Services Limited,OIL AND GAS,757355.83,757355.83,0.0,0,0,FULLY_CURRENT,4,1,EARLY_MONTH,75735583.0
5/3/2024,March,2024,Q1,Q1-2024,Patonacii Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",400000.0,100000.0,300000.0,1,0,PARTIAL_ARREARS,5,1,EARLY_MONTH,10000000.0
5/3/2024,March,2024,Q1,Q1-2024,SEWA West Africa Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",1311107.72,1311107.72,0.0,0,0,FULLY_CURRENT,5,1,EARLY_MONTH,131110772.0
6/3/2024,March,2024,Q1,Q1-2024,Sajook Nigeria Limited,MARITIME AND SHIPPING,158480.1,158480.1,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,15848010.0
6/3/2024,March,2024,Q1,Q1-2024,Ecko Fleet Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,10000000.0
6/3/2024,March,2024,Q1,Q1-2024,Midwest Prime Resources Ltd,GENERAL CONTRACT,85000.0,85000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,8500000.0
6/3/2024,March,2024,Q1,Q1-2024,Afrikdelta Marine Limited,MARITIME AND SHIPPING,3000000.0,3000000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,300000000.0
6/3/2024,March,2024,Q1,Q1-2024,Latitab Latita Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,8000000.0
7/3/2024,March,2024,Q1,Q1-2024,Amaron Dreker Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,10000000.0
7/3/2024,March,2024,Q1,Q1-2024,Semife Investment Trading Company Limited,GENERAL CONTRACT,89244.4,89244.4,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,8924440.0
7/3/2024,March,2024,Q1,Q1-2024,Panef Integrated Services Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,10000000.0
7/3/2024,March,2024,Q1,Q1-2024,Folstaj International Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,8000000.0
7/3/2024,March,2024,Q1,Q1-2024,Frazimex Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",8514653.82,8514653.82,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,851465382.0
7/3/2024,March,2024,Q1,Q1-2024,Epenal Group of Companies Nigeria Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",120000.0,120000.0,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,12000000.0
8/3/2024,March,2024,Q1,Q1-2024,EPSS Private Securities Services Ltd,"CONSULTANCY, EDUCATION AND TRAINING",100300.0,100300.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10030000.0
8/3/2024,March,2024,Q1,Q1-2024,Strano Line Limited,MARITIME AND SHIPPING,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,8000000.0
8/3/2024,March,2024,Q1,Q1-2024,Grecoson International (Nigeria) Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,Erowl Technical Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,Coastline Global Tide Limited,GENERAL CONTRACT,160000.0,80000.0,80000.0,1,0,PARTIAL_ARREARS,8,2,MID_MONTH,8000000.0
8/3/2024,March,2024,Q1,Q1-2024,Akinad Energy and Consulting Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,C.G & B Concepts Limited,GENERAL CONTRACT,150000.0,100000.0,50000.0,1,0,PARTIAL_ARREARS,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,Sanatech Global Nigeria Ltd,GENERAL CONTRACT,170000.0,100000.0,70000.0,1,0,PARTIAL_ARREARS,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,Litewell Completions Services Limited,OIL AND GAS,235792.63,235792.63,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,23579263.0
8/3/2024,March,2024,Q1,Q1-2024,E-Sense Technologies Ltd,INFORMATION TECHNOLOGY,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/3/2024,March,2024,Q1,Q1-2024,Mu-Tetha Engineering Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
11/3/2024,March,2024,Q1,Q1-2024,SS3 Hospitality Limited,HOSPITAL AND MATERNITY,177042.54,177042.54,0.0,0,0,FULLY_CURRENT,11,2,MID_MONTH,17704254.0
11/3/2024,March,2024,Q1,Q1-2024,ARN Engineering Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,11,2,MID_MONTH,10000000.0
11/3/2024,March,2024,Q1,Q1-2024,Sulzer Pumps Nigeria Limited,OIL AND GAS,1922156.37,1922156.37,0.0,0,0,FULLY_CURRENT,11,2,MID_MONTH,192215637.0
12/3/2024,March,2024,Q1,Q1-2024,Unique Authentic Solutions Ltd,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/3/2024,March,2024,Q1,Q1-2024,Kinns Global Services Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/3/2024,March,2024,Q1,Q1-2024,Teks-Harry Integrated Services Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/3/2024,March,2024,Q1,Q1-2024,Joe Asi Dos Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/3/2024,March,2024,Q1,Q1-2024,R.A International School Foundation,"CONSULTANCY, EDUCATION AND TRAINING",219164.16,219164.16,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,21916416.0
12/3/2024,March,2024,Q1,Q1-2024,Mega Vantage Dynamic Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/3/2024,March,2024,Q1,Q1-2024,Les Hommes Limited,MARITIME AND SHIPPING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/3/2024,March,2024,Q1,Q1-2024,Relentech Specialist Nigeria Limited (Arrears),OIL AND GAS,3169541.43,0.0,3169541.43,1,1,ARREARS_ONLY,12,2,MID_MONTH,316954143.0
12/3/2024,March,2024,Q1,Q1-2024,Relentech Specialist Nigeria Limited,OIL AND GAS,1933486.18,1933486.18,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,193348618.0
13/3/2024,March,2024,Q1,Q1-2024,Caroline Marine Services Limited,MARITIME AND SHIPPING,200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Trenchmark Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Newman Synergy System Technologies,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Chakel Security Services Limited,GENERAL CONTRACT,120680.75,120680.75,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,12068075.0
13/3/2024,March,2024,Q1,Q1-2024,Kayama EPC Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Agil Concept Nigeria Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Cobef International Limited,GENERAL CONTRACT,507551.8,507551.8,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,50755180.0
13/3/2024,March,2024,Q1,Q1-2024,CPF Business Solutions Limited,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Carpol Consulting Nigeria Ltd,GENERAL CONTRACT,207400.0,207400.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,20740000.0
13/3/2024,March,2024,Q1,Q1-2024,Ennblergg Technologies Limited,GENERAL CONTRACT,150000.0,80000.0,70000.0,1,0,PARTIAL_ARREARS,13,2,MID_MONTH,8000000.0
13/3/2024,March,2024,Q1,Q1-2024,Depthwize Nigeria Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",31921650.63,31921650.63,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,3192165063.0
13/3/2024,March,2024,Q1,Q1-2024,Sckopemate Konsult Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/3/2024,March,2024,Q1,Q1-2024,Calbenam Integrated Service Limited,GENERAL CONTRACT,95000.0,95000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,9500000.0
14/3/2024,March,2024,Q1,Q1-2024,Ricks Global Services Ltd,GENERAL CONTRACT,400000.0,100000.0,300000.0,1,0,PARTIAL_ARREARS,14,2,MID_MONTH,10000000.0
14/3/2024,March,2024,Q1,Q1-2024,Clout Broad Nigeria Limited,"CONSULTANCY, EDUCATION AND TRAINING",322328.71,0.0,0.0,0,1,ARREARS_ONLY,14,2,MID_MONTH,32232871.0
14/3/2024,March,2024,Q1,Q1-2024,Delta Shipping and Marine Services Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,10000000.0
14/3/2024,March,2024,Q1,Q1-2024,JJ and T Oil and Gas International Ltd,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,10000000.0
14/3/2024,March,2024,Q1,Q1-2024,ChampionX Oilfield Solutions Nigeria Limited,OIL AND GAS,26457431.9,26457431.9,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,2645743190.0
14/3/2024,March,2024,Q1,Q1-2024,Weco Engineering & Construction Co. Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",1671895.45,1671895.45,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,167189545.0
15/3/2024,March,2024,Q1,Q1-2024,Cameron Valves Measurement West Africa Limited,OIL AND GAS,3011841.2,3011841.2,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,301184120.0
15/3/2024,March,2024,Q1,Q1-2024,Cameron Flow Control Technology Nigeria Limited,OIL AND GAS,8424377.04,8424377.04,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,842437704.0
15/3/2024,March,2024,Q1,Q1-2024,One Subsea Offshore Systems Nigeria Limited,OIL AND GAS,14108010.47,14108010.47,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,1410801047.0
15/3/2024,March,2024,Q1,Q1-2024,CDM Atlantic Resources Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,10000000.0
15/3/2024,March,2024,Q1,Q1-2024,Fracserve Africa Ltd,OIL AND GAS,98000.0,98000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,9800000.0
15/3/2024,March,2024,Q1,Q1-2024,Grateman Steps Investment Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,8000000.0
18/3/2024,March,2024,Q1,Q1-2024,Sea Trucks Nigeria Limited,MARITIME AND SHIPPING,550063.72,550063.72,0.0,0,0,FULLY_CURRENT,18,3,MID_MONTH,55006372.0
